Customer_ID,Gender,Age,Region,Subscription_Type,Monthly_Charges,Tenure_Months,Total_Spend,Support_Tickets,Last_Login_Days,Payment_Method,Contract_Type,Join_Date,Churn,Customer_Lifetime_Value
CUST0141,Male,45,North,Basic,11,5,108,5,33,Debit Card,Yearly,31-03-2025,No,55
CUST0142,Male,56,South,Standard,34,5,180,10,24,Net Banking,Monthly,06-01-2024,Yes,170
CUST0143,Male,41,North,Basic,14,34,519,6,21,Debit Card,Quarterly,27-10-2024,No,476
CUST0144,Female,49,South,Standard,33,17,577,7,14,Credit Card,Yearly,18-09-2024,Yes,561
CUST0145,Male,26,East,Premium,115,29,3307,10,55,UPI,Monthly,24-11-2023,No,3335
CUST0146,Male,28,South,Standard,50,12,642,8,15,Net Banking,Yearly,05-05-2023,No,600
CUST0147,Female,19,West,Basic,24,36,847,9,57,PayPal,Quarterly,30-03-2023,Yes,864
CUST0148,Female,44,South,Standard,32,9,319,10,5,PayPal,Yearly,05-04-2024,No,288
CUST0149,Female,58,South,Standard,34,28,1030,0,54,Debit Card,Quarterly,08-05-2023,No,952
CUST0150,Female,38,South,Premium,103,19,1927,4,13,UPI,Monthly,12-10-2024,No,1957
CUST0151,Female,57,North,Standard,35,38,1428,2,11,Credit Card,Quarterly,05-11-2024,No,1330
CUST0152,Female,23,East,Basic,18,42,759,9,27,UPI,Quarterly,24-09-2024,No,756
CUST0153,Female,48,West,Basic,22,20,506,1,45,Net Banking,Yearly,03-03-2023,Yes,440
CUST0154,Male,31,East,Basic,20,47,978,6,9,Debit Card,Monthly,17-02-2025,Yes,940
CUST0155,Male,47,East,Basic,14,7,60,4,25,PayPal,Monthly,22-09-2024,No,98
CUST0156,Male,64,West,Basic,25,33,894,7,57,PayPal,Quarterly,12-11-2023,Yes,825
CUST0157,Female,47,East,Premium,92,4,330,4,32,PayPal,Monthly,03-09-2024,No,368
CUST0158,Male,18,East,Premium,86,47,4085,6,24,PayPal,Monthly,16-02-2023,No,4042
CUST0159,Female,36,East,Basic,18,40,700,2,7,Debit Card,Quarterly,08-02-2024,No,720
CUST0160,Female,30,South,Standard,31,3,52,2,46,PayPal,Monthly,08-12-2023,No,93
CUST0161,Female,50,East,Basic,20,11,270,9,48,Net Banking,Yearly,03-11-2023,No,220
CUST0162,Male,19,North,Basic,23,38,902,10,2,PayPal,Quarterly,03-09-2024,No,874
CUST0163,Male,48,West,Basic,22,10,232,0,37,UPI,Quarterly,18-12-2024,Yes,220
CUST0164,Female,44,West,Basic,23,33,829,0,46,PayPal,Quarterly,22-05-2023,No,759
CUST0165,Female,42,West,Basic,20,35,740,10,50,Debit Card,Monthly,08-01-2025,Yes,700
CUST0166,Female,33,East,Basic,19,19,364,7,21,Credit Card,Monthly,06-05-2024,Yes,361
CUST0167,Male,54,East,Standard,42,23,953,4,3,Net Banking,Monthly,22-10-2023,No,966
CUST0168,Male,59,South,Basic,16,35,579,8,45,Credit Card,Monthly,06-10-2023,Yes,560
CUST0169,Male,60,North,Premium,84,4,311,6,22,PayPal,Monthly,04-01-2025,No,336
CUST0170,Female,28,East,Standard,58,31,1870,10,13,Credit Card,Yearly,13-02-2025,No,1798
CUST0171,Male,23,West,Standard,53,47,2450,2,27,Net Banking,Monthly,30-06-2023,No,2491
CUST0172,Female,29,East,Premium,88,3,216,4,37,Net Banking,Yearly,09-09-2024,Yes,264
CUST0173,Female,59,South,Standard,60,9,619,7,18,Net Banking,Monthly,17-07-2023,No,540
CUST0174,Female,59,West,Basic,20,19,475,10,49,PayPal,Monthly,17-07-2023,Yes,380
CUST0175,Female,38,South,Basic,15,9,207,5,60,Net Banking,Quarterly,12-09-2023,Yes,135
CUST0176,Male,35,North,Premium,116,37,4244,4,42,Net Banking,Monthly,04-01-2024,No,4292
CUST0177,Male,37,South,Basic,19,45,835,10,59,Debit Card,Quarterly,30-10-2023,Yes,855
CUST0178,Male,48,South,Basic,21,27,657,7,49,PayPal,Quarterly,04-07-2024,No,567
CUST0179,Male,23,South,Standard,41,5,299,1,4,Debit Card,Quarterly,28-04-2025,No,205
CUST0180,Male,38,West,Premium,113,14,1681,7,6,Debit Card,Monthly,06-06-2024,Yes,1582
CUST0181,Male,50,North,Standard,47,30,1438,0,26,Credit Card,Quarterly,18-09-2023,No,1410
CUST0182,Male,45,West,Basic,11,5,125,0,19,UPI,Monthly,23-02-2024,Yes,55
CUST0183,Female,42,North,Standard,42,25,1020,10,43,Debit Card,Yearly,06-07-2024,Yes,1050
CUST0184,Female,52,West,Basic,17,1,-28,4,30,Debit Card,Monthly,20-11-2024,No,17
CUST0185,Male,33,South,Standard,36,47,1670,0,52,Debit Card,Monthly,07-11-2024,Yes,1692
CUST0186,Male,22,South,Basic,11,16,137,6,29,PayPal,Monthly,28-08-2023,No,176
CUST0187,Male,36,West,Basic,20,37,772,3,20,UPI,Yearly,27-05-2023,No,740
CUST0188,Female,35,East,Basic,15,41,674,8,32,Net Banking,Yearly,18-02-2023,No,615
CUST0189,Female,44,North,Basic,25,16,407,4,55,PayPal,Monthly,25-12-2024,Yes,400
CUST0190,Female,44,East,Premium,78,25,1962,4,14,Credit Card,Quarterly,05-12-2023,No,1950
CUST0191,Male,52,West,Standard,38,25,910,1,13,Debit Card,Monthly,03-04-2025,No,950
CUST0192,Male,39,West,Basic,16,13,188,7,59,Debit Card,Yearly,06-09-2023,No,208
CUST0193,Female,53,West,Basic,24,35,881,4,17,Credit Card,Monthly,04-01-2024,No,840
CUST0194,Male,64,South,Standard,59,14,870,5,27,Credit Card,Yearly,16-02-2023,No,826
CUST0195,Male,34,West,Standard,53,27,1456,2,13,PayPal,Quarterly,04-12-2023,No,1431
CUST0196,Male,59,South,Premium,118,32,3851,7,11,PayPal,Monthly,20-01-2025,No,3776
CUST0197,Male,49,West,Basic,11,34,332,1,53,Debit Card,Yearly,15-11-2024,Yes,374
CUST0198,Female,58,West,Basic,10,14,219,7,24,Credit Card,Quarterly,03-03-2023,No,140
CUST0199,Female,18,South,Standard,30,34,1040,8,19,Credit Card,Monthly,18-01-2023,Yes,1020
CUST0200,Female,24,West,Standard,49,34,1680,5,18,Net Banking,Monthly,25-03-2025,Yes,1666
CUST0201,Male,54,West,Basic,19,44,806,10,55,Net Banking,Quarterly,27-10-2024,No,836
CUST0202,Female,42,North,Standard,30,45,1343,1,32,PayPal,Monthly,20-03-2024,No,1350
CUST0203,Male,20,South,Basic,25,18,411,1,44,UPI,Yearly,15-10-2023,No,450
CUST0204,Female,19,East,Premium,118,46,5479,1,20,Net Banking,Quarterly,16-06-2023,No,5428
CUST0205,Male,65,East,Basic,12,33,434,0,7,PayPal,Yearly,23-03-2024,No,396
CUST0206,Female,57,South,Premium,119,21,2456,10,18,UPI,Monthly,13-03-2025,No,2499
CUST0207,Male,53,North,Premium,113,38,4341,1,50,Credit Card,Monthly,25-09-2024,Yes,4294
CUST0208,Female,35,West,Basic,14,48,721,5,24,UPI,Quarterly,20-04-2023,Yes,672
CUST0209,Male,35,East,Basic,23,29,759,8,33,PayPal,Monthly,22-02-2024,Yes,667
CUST0210,Male,23,South,Standard,57,25,1378,4,27,Net Banking,Quarterly,02-02-2024,No,1425
CUST0211,Female,28,North,Basic,25,10,216,2,28,UPI,Monthly,10-10-2023,No,250
CUST0212,Female,34,East,Premium,101,39,3939,7,7,PayPal,Quarterly,19-05-2023,No,3939
CUST0213,Male,42,West,Premium,91,28,2532,4,21,UPI,Monthly,09-09-2024,No,2548
CUST0214,Female,29,West,Premium,88,48,4299,9,51,UPI,Yearly,06-09-2023,Yes,4224
CUST0215,Male,25,West,Premium,104,12,1338,0,47,UPI,Monthly,17-04-2024,No,1248
CUST0216,Male,62,West,Basic,23,44,1089,2,41,Net Banking,Yearly,07-11-2023,Yes,1012
CUST0217,Male,22,East,Standard,48,26,1334,8,60,PayPal,Quarterly,09-12-2024,Yes,1248
CUST0218,Female,56,East,Standard,54,16,904,2,42,Net Banking,Monthly,19-09-2024,Yes,864
CUST0219,Male,24,East,Basic,17,29,538,6,30,Credit Card,Monthly,01-03-2025,No,493
CUST0220,Male,48,West,Basic,12,8,82,5,20,UPI,Monthly,18-12-2023,No,96
CUST0221,Male,48,East,Basic,24,21,471,4,3,Credit Card,Quarterly,09-04-2025,No,504
CUST0222,Female,61,West,Premium,117,16,1954,2,36,Debit Card,Yearly,13-06-2023,No,1872
CUST0223,Female,43,West,Standard,51,28,1479,0,48,Net Banking,Monthly,20-09-2024,No,1428
CUST0224,Male,18,East,Standard,54,46,2450,9,7,UPI,Monthly,29-03-2025,No,2484
CUST0225,Female,30,North,Standard,57,32,1909,10,21,UPI,Monthly,03-09-2024,Yes,1824
CUST0226,Female,40,North,Premium,113,46,5224,9,38,Debit Card,Quarterly,28-03-2023,No,5198
CUST0227,Female,37,South,Basic,14,33,511,6,39,Net Banking,Monthly,22-05-2023,No,462
CUST0228,Female,58,West,Standard,59,12,800,2,32,PayPal,Yearly,23-10-2023,Yes,708
CUST0229,Female,21,West,Premium,101,9,908,6,36,Net Banking,Yearly,01-06-2024,No,909
CUST0230,Female,63,South,Premium,75,37,2732,3,19,Net Banking,Monthly,03-02-2023,Yes,2775
CUST0231,Female,54,North,Standard,47,33,1529,9,8,Net Banking,Quarterly,02-10-2023,No,1551
CUST0232,Male,52,West,Basic,17,20,298,7,17,Credit Card,Monthly,23-12-2023,No,340
CUST0233,Male,33,North,Basic,21,46,1025,2,40,PayPal,Quarterly,23-05-2023,No,966
CUST0234,Male,40,South,Standard,35,21,759,4,37,Net Banking,Quarterly,01-10-2023,No,735
CUST0235,Male,21,West,Premium,78,45,3493,3,10,Net Banking,Yearly,29-12-2024,No,3510
CUST0236,Male,27,West,Standard,43,25,1140,1,41,PayPal,Monthly,24-03-2025,No,1075
CUST0237,Male,65,West,Basic,21,30,704,5,38,UPI,Yearly,03-01-2023,No,630
CUST0238,Female,22,South,Standard,60,28,1684,7,18,PayPal,Monthly,27-11-2023,No,1680
CUST0239,Male,49,North,Standard,54,4,177,1,41,Debit Card,Yearly,13-03-2025,No,216
CUST0240,Female,46,North,Standard,43,13,542,10,20,UPI,Yearly,12-06-2023,No,559
CUST0241,Male,34,West,Basic,15,4,111,10,20,Credit Card,Quarterly,13-01-2025,No,60
CUST0242,Female,63,North,Basic,12,9,115,8,44,Net Banking,Monthly,31-03-2024,Yes,108
CUST0243,Male,62,West,Basic,22,6,108,1,21,Debit Card,Monthly,12-01-2024,No,132
CUST0244,Male,59,South,Premium,103,37,3763,9,42,Net Banking,Monthly,18-06-2023,Yes,3811
CUST0245,Female,57,East,Standard,32,7,209,1,38,Debit Card,Yearly,17-01-2025,No,224
CUST0246,Male,33,West,Basic,19,45,811,10,57,UPI,Monthly,05-11-2023,Yes,855
CUST0247,Male,59,North,Basic,17,32,592,1,16,UPI,Yearly,26-05-2024,No,544
CUST0248,Male,38,North,Basic,23,24,641,10,12,PayPal,Yearly,20-02-2025,No,552
CUST0249,Female,22,West,Basic,11,26,365,4,41,Net Banking,Monthly,30-12-2024,Yes,286
CUST0250,Male,23,East,Standard,34,18,583,4,6,Net Banking,Quarterly,07-06-2024,No,612
CUST0251,Male,55,North,Standard,51,42,2108,4,45,Debit Card,Yearly,23-03-2024,No,2142
CUST0252,Male,23,North,Premium,109,39,4215,4,43,Credit Card,Monthly,29-01-2025,No,4251
CUST0253,Male,63,East,Basic,25,23,658,8,51,Debit Card,Monthly,22-04-2025,Yes,575
CUST0254,Male,65,East,Standard,58,8,421,5,52,PayPal,Monthly,15-03-2024,Yes,464
CUST0255,Male,58,North,Basic,21,4,161,9,11,Debit Card,Monthly,12-01-2024,Yes,84
CUST0256,Male,65,South,Standard,57,1,69,0,31,Credit Card,Monthly,08-01-2024,Yes,57
CUST0257,Female,53,East,Premium,111,27,3004,5,16,Credit Card,Quarterly,02-03-2024,No,2997
CUST0258,Female,54,East,Basic,11,12,139,8,3,UPI,Quarterly,15-02-2024,Yes,132
CUST0259,Male,38,West,Basic,21,13,297,9,51,UPI,Monthly,08-11-2023,Yes,273
CUST0260,Male,55,South,Premium,119,13,1636,3,10,PayPal,Yearly,07-01-2023,No,1547
CUST0261,Male,40,South,Standard,30,22,610,10,25,PayPal,Quarterly,25-01-2025,No,660
CUST0262,Female,33,East,Standard,34,46,1585,1,3,Net Banking,Yearly,26-08-2023,No,1564
CUST0263,Male,65,South,Basic,14,41,624,1,38,UPI,Monthly,04-08-2024,Yes,574
CUST0264,Male,34,South,Premium,95,45,4308,5,29,PayPal,Yearly,06-10-2023,No,4275
CUST0265,Male,24,West,Basic,24,21,558,1,35,UPI,Monthly,02-01-2024,No,504
CUST0266,Female,47,South,Basic,15,44,687,9,3,Credit Card,Monthly,09-08-2023,No,660
CUST0267,Female,63,West,Basic,11,44,510,4,53,PayPal,Monthly,28-06-2023,Yes,484
CUST0268,Male,65,South,Standard,33,9,278,0,4,Debit Card,Monthly,30-04-2025,No,297
CUST0269,Male,43,South,Basic,12,38,556,4,59,Net Banking,Quarterly,12-04-2025,Yes,456
CUST0270,Female,26,West,Basic,20,8,120,7,4,Net Banking,Yearly,22-06-2023,No,160
CUST0271,Male,19,South,Basic,21,14,291,4,18,UPI,Monthly,01-04-2024,No,294
CUST0272,Male,49,North,Standard,31,6,207,6,9,Net Banking,Quarterly,05-03-2024,Yes,186
CUST0273,Male,63,East,Basic,25,23,669,8,21,PayPal,Quarterly,02-02-2024,Yes,575
CUST0274,Male,32,South,Basic,18,4,142,8,23,Credit Card,Yearly,24-02-2025,No,72
CUST0275,Male,33,South,Standard,56,48,2652,3,37,Debit Card,Monthly,27-03-2025,Yes,2688
